"course","course_status","chapter","lesson","lesson_type","lesson_status","system_exercise_count","system_exercises","pdf_count","pdf_files","context_present","context_characters","content_pages","other_files","has_any_content","lesson_id"
"","","","ישרים מקבילים וניצבים","לימוד","מפורסם","11","תרגיל 1; תרגיל 1 – מנחה: למידה ראשונית של קטעים מקבילים; תרגיל 2 – קטעים ניצבים; תרגיל 2; תרגיל 3 – סימון מתמטי; תרגיל 3; תרגיל 4 – זיהוי במלבן; תרגיל 4; תרגיל 5 – המרחק בין קווים מקבילים; תרגיל 5; תרגיל 6","0","","no","0","","","yes","dac18ba68f35db8a75ad5863"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","מספרים טבעיים","תרגול","מפורסם","0","","1","הכנה-כיתה-ז1-מספרים-טבעיים-6VDlddNCtvxmBIhtqWBuKTv1fwOwqx.pdf","no","0","","","yes","6a05cec4377b8a75a3659fa4"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","מספרים טבעיים","תרגול","מפורסם","0","","1","הכנה-כיתה-ז1-מספרים-טבעיים-6VDlddNCtvxmBIhtqWBuKTv1fwOwqx.pdf","no","0","","","yes","6a688d6a90e1ad0cfe0c85d5"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","מספרים טבעיים","תרגול","מפורסם","0","","1","הכנה-כיתה-ז1-מספרים-טבעיים-6VDlddNCtvxmBIhtqWBuKTv1fwOwqx.pdf","no","0","","","yes","e6032218f217416c701df34e"
"הכנה לכיתה ז","מפורסם","מספרים טבעיים","מספרים טבעיים - בעיות מילוליות","לימוד","מפורסם","10","שלב אחד – למידה ראשונית של זיהוי פעולות חיבור וחיסור — תרגיל 1; שלב אחד – למידה ראשונית של זיהוי פעולות כפל וחילוק — תרגיל 2; תרגול מעורב (זיהוי הפעולה מתוך 4 פעולות החשבון) — תרגיל 3; בעיות דו-שלביות (חיבור וחיסור יחד) — תרגיל 4; בעיות דו-שלביות (שילוב כפל עם חיבור או חיסור) — תרגיל 5; בעיות דו-שלביות (שילוב חילוק עם חיבור או חיסור) — תרגיל 6; כתיבת תרגיל מלא (תרגיל שרשרת) — תרגיל 7; בעיות תלת-שלביות מהחיים (קניות ומלאי) — תרגיל 8; בעיות תלת-שלביות המשלבות חשיבה יצירתית — תרגיל 9; אתגר הפרויקט הכיתתי (כתיבת תרגיל שלם) — תרגיל 10","0","","no","0","","","yes","6a73257e80fc90dffd8ee419"
"הכנה לז' גיבוי","טיוטה","מספרים טבעיים","מספרים טבעים - אתגר","לימוד","טיוטה","10","יסודות המספרים הטבעיים — תרגיל 1; זיהוי וספירה — תרגיל 2; יישום קבוצות ומספרים — תרגיל 3; מיקום וערך מקומי — תרגיל 4; פעולות יסוד במספרים טבעיים — תרגיל 5; חוקי פעולות — תרגיל 6; סדר פעולות חשבון — תרגיל 7; בעיות מילוליות והסקת מסקנות — תרגיל 8; מבחן קצר — תרגיל 9; אתגר מסכם — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258c3"
"","","","מספרים עשרוניים - כפל","לימוד","מפורסם","10","תרגיל 1 — מנחה: למידה ראשונית של כפל שבר עשרוני במספר שלם; תרגיל 2 — בסיס: כפל עשרוני בשלם עם מעבר עשרת (יצירת שלמים); תרגיל 3 — בסיס: כפל עשרוני שהופך למספר שלם; תרגיל 4 — מנחה: למידה ראשונית של כפל עשרוני בעשרוני; תרגיל 5 — הבנה: הוספת אפסים שומרי מקום לאחר כפל; תרגיל 6 — הבנה: כפל עשרוני בעשרוני עם מספרים מעל שלם אחד; תרגיל 7 — חשיבה מורכבת: חישובי שטחים (גיאומטריה); תרגיל 8 — חשיבה מורכבת: שימושי כסף מחיי היומיום; תרגיל 9 — חזרה: מציאת המספר החסר והשוואת מכפלות; תרגיל 10 — חזרה מסכמת: אתגר משולב","0","","no","0","","","yes","6a42c226b5888ed244f3f8f3"
"","","","מספרים עשרוניים - כפל","לימוד","מפורסם","10","תרגיל 1 — מנחה: למידה ראשונית של כפל שבר עשרוני במספר שלם; תרגיל 2 — בסיס: כפל עשרוני בשלם עם מעבר עשרת (יצירת שלמים); תרגיל 3 — בסיס: כפל עשרוני שהופך למספר שלם; תרגיל 4 — מנחה: למידה ראשונית של כפל עשרוני בעשרוני; תרגיל 5 — הבנה: הוספת אפסים שומרי מקום לאחר כפל; תרגיל 6 — הבנה: כפל עשרוני בעשרוני עם מספרים מעל שלם אחד; תרגיל 7 — חשיבה מורכבת: חישובי שטחים (גיאומטריה); תרגיל 8 — חשיבה מורכבת: שימושי כסף מחיי היומיום; תרגיל 9 — חזרה: מציאת המספר החסר והשוואת מכפלות; תרגיל 10 — חזרה מסכמת: אתגר משולב","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85d2"
"","","","מספרים עשרוניים - כפל","לימוד","מפורסם","10","תרגיל 1 — מנחה: למידה ראשונית של כפל שבר עשרוני במספר שלם; תרגיל 2 — בסיס: כפל עשרוני בשלם עם מעבר עשרת (יצירת שלמים); תרגיל 3 — בסיס: כפל עשרוני שהופך למספר שלם; תרגיל 4 — מנחה: למידה ראשונית של כפל עשרוני בעשרוני; תרגיל 5 — הבנה: הוספת אפסים שומרי מקום לאחר כפל; תרגיל 6 — הבנה: כפל עשרוני בעשרוני עם מספרים מעל שלם אחד; תרגיל 7 — חשיבה מורכבת: חישובי שטחים (גיאומטריה); תרגיל 8 — חשיבה מורכבת: שימושי כסף מחיי היומיום; תרגיל 9 — חזרה: מציאת המספר החסר והשוואת מכפלות; תרגיל 10 — חזרה מסכמת: אתגר משולב","0","","no","0","","","yes","95883ee6cdd23e2e5309e902"
"כיתה ז׳","מפורסם","כיתה ז - גרפים ופונקציות","מערכת צירים","לימוד","מפורסם","62","הסבר 1; סרטון 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32; תרגיל 33; תרגיל 34; תרגיל 35; תרגיל 36; תרגיל 37; תרגיל 38; תרגיל 39; תרגיל 40; תרגיל 41; תרגיל 42; תרגיל 43; תרגיל 44; תרגיל 45; תרגיל 46; תרגיל 47; תרגיל 48; תרגיל 49; תרגיל 50; תרגיל 51; תרגיל 52; תרגיל 53; תרגיל 54; תרגיל 55; תרגיל 56; תרגיל 57; תרגיל 58; תרגיל 59; תרגיל 60; תרגיל 61; תרגיל 62","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f317"
"כיתה י - 4 יח""ל","מפורסם","גיאומטריה","מציאת נקודות חיתוך עם הצירים או עם פונקציות","תרגול","מפורסם","0","","1","כיתה י - שיעור 6 - אנליטית.pdf","yes","9019","","","yes","6996a45db92b5ef8f1f473c1"
"כיתה י - 4 יח""ל","מפורסם","פונקציות","מציאת נקודות קיצון","לימוד","מפורסם","1","מציאת נקודות קיצון","0","","no","0","","","yes","69a262cc2be76554cce371ea"
"כיתה י - 4 יח""ל","מפורסם","גיאומטריה","מציאת נקודת אמצע קטע ומציאת מרחק בין 2 נקודות","תרגול","מפורסם","0","","1","כיתה י - שיעור 6 - אנליטית.pdf","yes","9019","","","yes","69f50b8c1bc1bf27a75f239a"
"כיתה ט - מתקדם","מפורסם","גיאומטריה","מקביליות - מלבן, מעויין וריבוע","תרגול","מפורסם","0","","1","כיתה ט' - שיעור 22 - מקביליות מיוחדות - גיאומטריה-1.pdf","no","0","","","yes","699598d9fbec44ba75cc3e83"
"כיתה ח' - בסיס","מפורסם","אלגברה","משוואה ממעלה ראשונה - עם שברים","לימוד","מפורסם","0","","0","","no","0","","","no","69f44c764a229d08c9962427"
"הכנה לכיתה ז","מפורסם","כיתה ז","משוואות - מבוא","לימוד","מפורסם","10","הבנת שוויון – האם הצדדים שווים? — תרגיל 1; מוצאים מספר חסר בפעולה אחת ליצירת שוויון — תרגיל 2; משלימים לשוויון עם ביטוי מורכב — תרגיל 3; שומרים על שוויון בחיבור וחיסור — תרגיל 4; שומרים על שוויון בכפל וחילוק — תרגיל 5; מציאת מספר חסר בחיבור וחיסור בעזרת ""שני הצדדים"" — תרגיל 6; מציאת מספר חסר בכפל וחילוק בעזרת ""שני הצדדים"" — תרגיל 7; שוויון בשני שלבים (פעולות משולבות) — תרגיל 8; בונים שוויון ומוצאים את המספר החסר — תרגיל 9; יישום עקרונות השוויון במצבים מורכבים במקצת — תרגיל 10","0","","no","0","","","yes","6a7328d121add1ce87ca34c5"
"כיתה ח' - בסיס","מפורסם","גיאומטריה","משולש שווה שוקיים - חישוב","תרגול","מפורסם","0","","1","שווה שוקיים - חישוב-UFPgdr0Z3JWa5AjflXv8VVC2PscPvE.pdf","yes","28511","","","yes","69ccf06f55c6ba17c56d547e"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","סדר פעולות חשבון","תרגול","מפורסם","0","","1","הכנה-כיתה-ז20-סדר-פעולות-thNF9iOCYzkVxPdTMTfdJQCDb4tOpR.pdf","no","0","","","yes","6a05cb3452f59648f7078a02"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","סדר פעולות חשבון","תרגול","מפורסם","0","","1","הכנה-כיתה-ז20-סדר-פעולות-thNF9iOCYzkVxPdTMTfdJQCDb4tOpR.pdf","no","0","","","yes","6a688d6a90e1ad0cfe0c85d6"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","סדר פעולות חשבון","תרגול","מפורסם","0","","1","הכנה-כיתה-ז20-סדר-פעולות-thNF9iOCYzkVxPdTMTfdJQCDb4tOpR.pdf","no","0","","","yes","6348aad596b38305b8f11a70"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","סדר פעולות חשבון","לימוד","מפורסם","10","מילון מונחים והסדר הנכון — תרגיל 1; זיהוי הפעולה הבאה — תרגיל 2; זיהוי השורה הבאה בפתרון — תרגיל 3; פותרים תרגילים שלמים עם שתי פעולות — תרגיל 4; ""מצא את הטעות"" וניסוח מילולי — תרגיל 5; שלוש פעולות חשבון מעורבות — תרגיל 6; סוגריים שמכילים יותר מפעולה אחת! — תרגיל 7; הכל יחד - סוגריים, כפל וחילוק מאותה שורה — תרגיל 8; קו שבר כמחליף לסוגריים! — תרגיל 9; אתגר המפלצת! — תרגיל 10","0","","no","0","","","yes","6a8d8e30765f5e08932966e5"
"כיתה ט - בסיס","מפורסם","פונקציה","פונקציה ריבועית - אוריינות","תרגול","מפורסם","0","","0","","no","0","","","no","69cec8edad9e25ede9496c13"
"כיתה ט - מתקדם","מפורסם","פונקציות","פונקציה ריבועית - אתגר","תרגול","מפורסם","0","","1","כיתה ט - יחידה 8.3 - פוקציה ריבועית - תרגילי אתגר-G1WTNXZ26KwPPyLZYJsV1el6MV8bOC.pdf","no","0","","","yes","69e78f6fdf26da3b402207aa"
"כיתה ט - מתקדם","מפורסם","אלגברה","פירוק לגורמים - טרינום קצר וארוך","תרגול","מפורסם","0","","1","פירוק לגורמים - 2-WBOnKINl7e3oJNicw0xGXcwMB2qIUe.pdf","no","0","","","yes","69c59d180f5889bc6061afb4"
"כיתה יא - 3 יח""ל - 371","מפורסם","אלגברה","פתרון משוואות","לימוד","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f5122905d12302a978251f"
"כיתה ז׳","מפורסם","כיתה ז - גיאומטריה","קווים מקבילים","תרגול","מפורסם","0","","1","כיתה ז - יחידה 14 קווים מקבילים-0eBXF2mFZuz9Xa3p2dSO1278jHGXuZ.pdf","no","0","","","yes","69ccc9db68dc61051f9b80ed"
"כיתה יב - 4 יח""ל - 472","מפורסם","בגרויות","קיץ - 2025","בחינה","מפורסם","0","","1","processed_Math - 4units - 472 - 2025 - summer (13)-GUOUDj4ESdWhvwj3k88uwuuQ7uJz49.pdf","no","0","","","yes","69efaa46bc2a1ee1fc99a45a"
"כיתה יא - 3 יח""ל - 371","מפורסם","בחינות בגרות","קיץ - 2025","בחינה","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f59457281ca1d9409c643e"
"כיתה י - 3 יח""ל - 172","מפורסם","בחינות סימולציה","קיץ 2025","בחינה","מפורסם","0","","0","","no","0","","","no","69f4a3bd4af1c313a2c624c0"
"הכנה לז' גיבוי","טיוטה","שבר עשרוני","שבר עשרוני - חילוק","לימוד","טיוטה","10","למידה ראשונית של חילוק שבר עשרוני במספר שלם — תרגיל 1; חילוק עם שארית ומעבר לשלב הבא (פריטה) — תרגיל 2; חילוק הדורש הוספת אפסים בסוף — תרגיל 3; כלל הקסם – חילוק בעשרוני (הזזת הנקודה) — תרגיל 4; חילוק בעשרוני עם הוספת אפסים שומרי מקום — תרגיל 5; חילוק מספר שלם במספר עשרוני — תרגיל 6; בעיות מילוליות (כסף ומידות) — תרגיל 7; אפקט החילוק (למה המספר גדל?) — תרגיל 8; מציאת מספרים חסרים ומשוואות הפוכות — תרגיל 9; אתגר הפדגוגי - הפיצרייה — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258c4"
"הכנה לכיתה ז","מפורסם","שבר עשרוני","שבר עשרוני - כפל ב-10 100 1000","לימוד","מפורסם","10","כפל ב-10 – הזזת הנקודה העשרונית — תרגיל 1; כפל ב-10 – תרגול והטמעה — תרגיל 2; כפל ב-100 – הזזה בשני מקומות — תרגיל 3; כפל ב-100 – תרגול והטמעה — תרגיל 4; כפל ב-1000 – הזזה בשלושה מקומות — תרגיל 5; כפל ב-1000 – תרגול והטמעה — תרגיל 6; כפל ב-10, 100, 1000 – השוואת תוצאות — תרגיל 7; פיתוח חשיבה לאחור — תרגיל 8; יישום יומיומי של כפל בשבר עשרוני — תרגיל 9; כפל בשבר עשרוני – מורכבות ויישום — תרגיל 10","0","","no","0","","","yes","6a7332b1c7aae941db3d7c24"
